,Appeal_to_Authority,Appeal_to_Popularity,Appeal_to_Values,Appeal_to_Fear-Prejudice,Flag_Waving,Causal_Oversimplification,False_Dilemma-No_Choice,Consequential_Oversimplification,Straw_Man,Red_Herring,Whataboutism,Slogans,Appeal_to_Time,Conversation_Killer,Loaded_Language,Repetition,Exaggeration-Minimisation,Obfuscation-Vagueness-Confusion,Name_Calling-Labeling,Doubt,Guilt_by_Association,Appeal_to_Hypocrisy,Questioning_the_Reputation,None
Q0,2.3126814937130584,0.175733920444129,0.0,7.251652006799336,4.208169792755082,22.77846045603177,8.53330798571251,0.0,14.228402619229469,4.514625527088654,0.37728341208052235,0.7064753871509076,0.0,1.427203519247493,303.8574119467088,23.168933350285684,49.42356001938324,4.183528968442241,289.6188871235764,130.6527278747389,20.802655326739366,29.04065359180847,0.0,303.81351545009403
Q1,0.0025899311217119515,1.19853382947259,0.0,37.24855483549993,45.17105021636572,150.04344568680145,30.659231482670357,0.0,4.02455388191225,1.9739266978835373,10.360254926367366,40.023787697275935,0.0,0.6609196387103741,1050.4187438039357,120.8987386534575,176.7032603372258,0.18876245883451967,759.1191708631327,107.94729908478074,73.41588015154109,42.391768396875186,0.0,1127.332619920112
Q2,2.3922909366051686,0.03310150881574305,0.0,11.169571811025166,4.9254654145780385,58.62349905641185,0.7090102505213843,0.0,0.08233741535207101,0.3279926271669655,2.095534378495881,42.9752459677012,0.0,0.4178994653977956,458.41834059867557,33.99687788585713,69.8274304271348,9.533041937585551,588.1264141710845,30.707391690999813,60.59989941098205,36.554721660733726,0.0,370.84692385932357
Q3,8.737221864156018,0.10193747427604896,0.0,30.224007243366543,42.68176263142489,133.817064423477,45.22352824638065,0.0,1.0433130876104586,0.43805519147119854,7.206229980676775,26.936414235377207,0.0,14.648965103454808,580.3458561628956,103.73152296349296,137.14972621696018,0.7454060314806191,445.6193532218378,134.52623339120464,20.432352311629078,36.971738687373794,0.0,895.0670887297545
Q4,7.731759422473911,0.5670321243866455,0.0,31.928016417956904,62.040388695259765,164.63595073016484,43.14901560074509,0.0,0.7678477263093259,0.037925258706523184,4.632929844414679,37.489064277448506,0.0,16.404516193449094,709.6332735270887,137.09674253491636,140.90647688579188,0.9603154649735203,490.49767116539135,176.71220799624427,25.342116524010834,33.26175927563984,0.0,1154.5439663240418
Q5,0.2721772349297555,0.2401022960315129,0.0,47.741481723405826,44.30814222635793,151.387399712067,28.17646860246551,0.0,4.398121374928171,1.4108245986966192,4.8042543256926615,7.774788075778367,0.0,0.005856566070010944,832.5818381084067,81.73940821561328,141.29473554954424,0.7882931035769492,527.5225553616455,162.5416040288881,55.46918354817187,35.734799581368456,0.0,964.8360412685677
Q6,5.701308057009712,0.0008108904794097435,0.0,0.08322938847758929,0.7658988526646711,8.234654628480683,7.071857606148849,0.0,1.9343166491775505,0.19762405010906553,0.6685565555180474,16.498793686025586,0.0,0.12980665598511792,203.49329566370372,4.817210333630461,35.496937169344,9.755088330543892,379.19501991470935,4.408795099922579,50.44582891915026,10.16313445311408,0.0,63.16921060857192
Q7,3.1832401033571966,0.15339036853256646,0.0,28.34382690044015,34.45527242918594,126.74508714977019,23.706875020863475,0.0,6.5225501738032206,1.0860936039554177,4.888739310227357,34.964572112236965,0.0,0.7599986658207137,695.0707206492586,70.56711570150303,119.48993854049039,3.0559128127348694,563.9063424840491,122.15712284367083,55.07675289565613,48.896114107447374,0.0,777.9810946544632
Q8,7.183397112179133,0.06864232761033462,0.0,45.95013801603079,62.38131830143945,172.7752389676276,67.17721655253712,0.0,6.121967705706871,0.5285097710669258,4.588536418191026,36.93482056602487,0.0,17.54225728883961,745.0627483932849,129.21704855161624,151.80027637660004,0.3256563508684341,511.5757753868083,200.80822508265953,33.55611461263797,37.09487483451236,0.0,1251.2267436409954
Q9,2.8440028086861564,0.006034217810418455,0.0,4.117402291046774,5.412322636487181,5.029997186801105,10.04996811198365,0.0,0.1877869223663816,0.031359270114440556,1.4926563450676602,10.846671997220238,0.0,0.13873467882249696,18.876424756915277,0.8343132872219647,5.059873170423729,8.340175490593596,176.3212431349053,0.07349327326935512,14.45067104524757,0.7452776322260162,0.0,0.27733984163752573
Q10,25.92573698166189,1.7042726962630008,0.0,57.5928837460647,46.550083290540506,9.056371162711155,13.313796310561935,0.0,2.7008837694279495,2.3460812433563825,0.14516765418261082,16.740108329316595,0.0,5.97151999628217,15.172343966210619,5.551681688959434,1.9899665465165097,0.050505904784155724,3.359394566618607,16.861629233240475,0.16035165705743326,1.4839331885594413,0.0,9.064458870742154
Q11,64.62722411956825,5.59912479549559e-05,0.0,106.3681238178496,69.7072891644169,124.68959326503736,31.784913925027848,0.0,1.5798845206095966,0.45454532650022506,0.1293696542064016,30.058353630551725,0.0,0.01348529332833578,476.9913165337366,86.3537189194821,108.1826233920905,3.882764764966562,184.20034343995638,25.98977048100533,28.756802923803264,18.172077570903536,0.0,617.8099371894385
Q12,48.888293266725455,0.2041751353532494,0.0,72.94361034809123,32.83386203953356,65.60828025486724,12.985473003413547,0.0,1.5786593762726389,0.0047551694592964195,1.1833508429106576,20.88679785376897,0.0,0.009235833043837228,383.9488882194904,60.70081525890631,68.69641319931647,5.816561516300505,142.29706555119262,15.80063229729478,20.03652323533535,10.435387068821576,0.0,468.41152147149995
Q13,62.362598059519165,0.9955111111363136,0.0,81.18332218517416,20.426086853995315,47.16115862808169,8.366931090091619,0.0,0.017255751305136503,0.04544722471449911,0.012935206890213276,12.932050854408963,0.0,1.3743990026886932,226.6252320552291,46.96289712798708,44.441933070419296,1.375869954972444,79.97222140776783,0.015887732456797362,17.927598435645603,7.266552568545377,0.0,269.89734791697373
Q14,66.07808982315896,0.3035405473910066,0.0,79.47774520068145,41.01295152941863,70.83732638296604,18.234324225952303,0.0,0.6148682174653448,0.020519632821538257,0.11353554628794321,24.980494729757613,0.0,0.6977287771513729,311.84290191727536,61.94003455859344,64.04631202120896,1.304063492442462,128.96890013401125,3.684822325914858,22.91622706248243,9.814539185652594,0.0,396.26999962910287
Q15,56.72493664371591,1.0098375008822946,0.0,74.49139040445081,46.231988256389286,104.79916709195182,17.285955797509626,0.0,2.9698630336111105,2.5802315431621023,0.6241773503985427,21.21256686210821,0.0,1.3660385099598893,508.6238999021118,106.0083056245111,107.93520495705961,6.108600103658893,217.20864177164867,33.976406083730396,21.319473151010012,19.05235978342391,0.0,687.5879122673709
Q16,18.253011581603936,4.096797419042843,0.0,83.2258459384697,109.91283783231448,105.56513905132432,49.417542415527514,0.0,5.391786658729928,0.7914168977444297,6.056942728381781,41.63646661297074,0.0,22.019988918990745,892.3483392400744,123.56954451948981,196.0818291857443,7.005713684397086,457.3808660789362,222.83222911549393,25.310016934996998,16.488700097469614,0.0,2083.9002309190314
Q17,5.558369699640699,0.5390920414657389,0.0,27.36652097901128,81.02212923711554,113.28702240141212,63.47087384253099,0.0,10.404418316043726,0.7224558149542651,10.803039836036744,3.8838331543847127,0.0,24.65264892929047,227.89633444993274,58.25777425146365,75.5932571551082,0.026068262652030758,144.84189999609464,120.16706018689196,8.914545920157273,3.678011250255399,0.0,602.9804602124606
Q18,16.73507762773443,1.2513042539756838,0.0,73.86711251440038,93.62205534999214,189.95412472650267,54.060178806909335,0.0,18.278648814394977,0.144457705309661,6.946036906531559,20.057204530270468,0.0,0.030522512396038304,959.5854222684226,143.43616817232248,221.87631339813123,3.7541704761753816,636.2045587591089,195.6949934266746,48.707112574312646,39.4025422498159,0.0,1541.5795829851706
Q19,7.029099760310171,2.6001524208878823,0.0,59.78271040725096,133.25386838034848,125.94612353769449,64.65918587935755,0.0,8.21686418134898,0.2816479223592762,8.514917008576056,35.5856693277341,0.0,16.96022643558424,951.6338205560592,145.29298032391935,219.99478856440865,8.223416585180168,542.644083969097,274.0602137921153,31.45574590902549,22.846839772393572,0.0,2177.867010157187
Q20,5.541277221279398,0.007536553183839332,0.0,158.7211231178326,127.62822019748683,162.52224132019404,20.58828327063144,0.0,9.68770414098338,4.712013981136562,11.471464354354756,49.43049958300023,0.0,7.769686692538485,2348.5374341696433,216.99990009556726,405.6857633427743,0.030641504885743336,1257.8840034871316,204.96689024666333,70.40387306019588,42.055290184302315,0.0,3097.3363138741593
Q21,39.59136666388339,0.08448513186215117,0.0,9.160590086817288,12.089896747617455,4.040885081245506,4.7925135383446085,0.0,0.15457834698375625,0.5688242569000056,2.695077355689192,0.02527076232732129,0.0,5.972897825652119,53.293318791557034,12.01334386534648,8.506881557598609,4.4970707322344,18.177116562407036,8.95075567232183,2.8339799299808774,0.4571887301159411,0.0,107.4638527240618
Q22,6.317248688029468,1.6744354680103777,0.0,7.272338343776077,8.835944396116853,5.3174891563494615,3.421603291726175,0.0,4.697344378654678e-06,2.200608315584032,0.6262560227483907,2.2935652382738927,0.0,0.006782673716176227,40.61240520417645,13.089737678765102,13.216013959409775,1.04486313825345,22.512423456322658,4.604874152038137,0.12662916424423948,1.5693679453033675,0.0,121.0024383331612
Q23,0.1606930005856374,0.6961253391815946,0.0,19.58912917819465,18.478743228638365,85.28579718349275,1.4235283409200594,0.0,2.711475708970156,2.9226512261982123,0.35510589575369306,32.06215963605957,0.0,0.34193492167929995,693.0010064543317,109.86239051981215,100.83008220296912,2.299749282366565,1279.9773430696519,54.174063360093726,126.51096771472719,15.84858228427623,0.0,885.9747588377772
